日期,省份,确诊人数,治愈人数,死亡人数,新增确诊,新增治愈,新增死亡,现有确诊,扩散曲线
2020/2/2,陕西,128,0,0,12,0,0,128,0.103448276
2020/2/3,陕西,142,1,0,14,1,0,141,0.109375
2020/2/4,陕西,165,2,0,23,1,0,163,0.163120567
2020/2/5,陕西,173,6,0,8,4,0,167,0.049079755
2020/2/6,陕西,184,11,0,11,5,0,173,0.065868263
2020/2/7,陕西,195,17,0,11,6,0,178,0.063583815
2020/2/8,陕西,208,20,0,13,3,0,188,0.073033708
2020/2/9,陕西,213,26,0,5,6,0,187,0.026595745
2020/2/10,陕西,219,31,0,6,5,0,188,0.032085561
2020/2/11,陕西,225,36,0,6,5,0,189,0.031914894
2020/2/12,陕西,229,42,0,4,6,0,187,0.021164021
2020/2/13,陕西,230,49,0,1,7,0,181,0.005347594
2020/2/14,陕西,232,53,0,2,4,0,179,0.011049724
2020/2/15,陕西,236,64,0,4,11,0,172,0.022346369
2020/2/16,陕西,240,74,0,4,10,0,166,0.023255814
2020/2/17,陕西,240,79,0,0,5,0,161,0
2020/2/18,陕西,242,89,0,2,10,0,153,0.01242236
2020/2/19,陕西,245,105,1,3,16,1,139,0.019607843
2020/2/20,陕西,245,117,1,0,12,0,127,0
2020/2/21,陕西,245,140,1,0,23,0,104,0
2020/2/22,陕西,245,153,1,0,13,0,91,0
2020/2/23,陕西,245,162,1,0,9,0,82,0
2020/2/24,陕西,245,175,1,0,13,0,69,0
2020/2/25,陕西,245,186,1,0,11,0,58,0
2020/2/26,陕西,245,194,1,0,8,0,50,0
2020/2/27,陕西,245,197,1,0,3,0,47,0
2020/1/21,上海,9,0,0,0,0,0,9,0
2020/1/22,上海,16,0,0,7,0,0,16,0.777777778
2020/1/23,上海,20,1,0,4,1,0,19,0.25
2020/1/24,上海,33,1,0,13,0,0,32,0.684210526
2020/1/25,上海,40,1,1,7,0,1,38,0.21875
2020/1/26,上海,53,3,1,13,2,0,49,0.342105263
2020/1/27,上海,66,4,1,13,1,0,61,0.265306122
2020/1/28,上海,96,5,1,30,1,0,90,0.491803279
2020/1/29,上海,112,5,1,16,0,0,106,0.177777778
2020/1/30,上海,135,9,1,23,4,0,125,0.216981132
2020/1/31,上海,169,10,1,34,1,0,158,0.272
2020/2/1,上海,182,10,1,13,0,0,171,0.082278481
2020/2/2,上海,203,10,1,21,0,0,192,0.122807018
2020/2/3,上海,208,10,1,5,0,0,197,0.026041667
2020/2/4,上海,233,12,1,25,2,0,220,0.126903553
2020/2/5,上海,254,15,1,21,3,0,238,0.095454545
2020/2/6,上海,277,30,1,23,15,0,246,0.096638655
2020/2/7,上海,281,30,1,4,0,0,250,0.016260163
2020/2/8,上海,292,44,1,11,14,0,247,0.044
2020/2/9,上海,299,48,1,7,4,0,250,0.028340081
2020/2/10,上海,303,53,1,4,5,0,249,0.016
2020/2/11,上海,306,57,1,3,4,0,248,0.012048193
2020/2/12,上海,313,57,1,7,0,0,255,0.028225806
2020/2/13,上海,318,62,1,5,5,0,255,0.019607843
2020/2/14,上海,326,90,1,8,28,0,235,0.031372549
2020/2/15,上海,328,124,1,2,34,0,203,0.008510638
2020/2/16,上海,331,140,1,3,16,0,190,0.014778325
2020/2/17,上海,333,161,1,2,21,0,171,0.010526316
2020/2/18,上海,333,177,1,0,16,0,155,0
2020/2/19,上海,333,186,2,0,9,1,145,0
2020/2/20,上海,334,199,2,1,13,0,133,0.006896552
2020/2/21,上海,334,211,3,0,12,1,120,0
2020/2/22,上海,335,227,3,1,16,0,105,0.008333333
2020/2/23,上海,335,249,3,0,22,0,83,0
2020/2/24,上海,335,261,3,0,12,0,71,0
2020/2/25,上海,336,268,3,1,7,0,65,0.014084507
2020/2/26,上海,337,272,3,1,4,0,62,0.015384615
2020/2/27,上海,337,276,3,0,4,0,58,0
2020/1/21,四川,5,0,0,0,0,0,5,0
2020/1/22,四川,8,0,0,3,0,0,8,0.6
2020/1/23,四川,15,0,0,7,0,0,15,0.875
2020/1/24,四川,28,0,0,13,0,0,28,0.866666667
2020/1/25,四川,44,0,0,16,0,0,44,0.571428571
2020/1/26,四川,69,0,0,25,0,0,69,0.568181818
2020/1/27,四川,90,0,0,21,0,0,90,0.304347826
2020/1/28,四川,108,1,0,18,1,0,107,0.2
2020/1/29,四川,142,1,1,34,0,1,140,0.317757009
2020/1/30,四川,177,1,1,35,0,0,175,0.25
2020/1/31,四川,207,3,1,30,2,0,203,0.171428571
2020/2/1,四川,231,9,1,24,6,0,221,0.118226601
2020/2/2,四川,254,13,1,23,4,0,240,0.104072398
2020/2/3,四川,282,14,1,28,1,0,267,0.116666667
2020/2/4,四川,301,23,1,19,9,0,277,0.071161049
2020/2/5,四川,321,27,1,20,4,0,293,0.072202166
2020/2/6,四川,344,37,1,23,10,0,306,0.078498294
2020/2/7,四川,363,50,1,19,13,0,312,0.062091503
2020/2/8,四川,386,62,1,23,12,0,323,0.073717949
2020/2/9,四川,405,80,1,19,18,0,324,0.058823529
2020/2/10,四川,417,82,1,12,2,0,334,0.037037037
2020/2/11,四川,436,85,1,19,3,0,350,0.056886228
2020/2/12,四川,451,93,1,15,8,0,357,0.042857143
2020/2/13,四川,463,105,1,12,12,0,357,0.033613445
2020/2/14,四川,470,115,1,7,10,0,354,0.019607843
2020/2/15,四川,481,127,3,11,12,2,351,0.031073446
2020/2/16,四川,495,136,3,14,9,0,356,0.03988604
2020/2/17,四川,508,163,3,13,27,0,342,0.036516854
2020/2/18,四川,514,177,3,6,14,0,334,0.01754386
2020/2/19,四川,520,198,3,6,21,0,319,0.017964072
2020/2/20,四川,525,222,3,5,24,0,300,0.015673981
2020/2/21,四川,526,242,3,1,20,0,281,0.003333333
2020/2/22,四川,526,256,3,0,14,0,267,0
2020/2/23,四川,527,263,3,1,7,0,261,0.003745318
2020/2/24,四川,529,278,3,2,15,0,248,0.007662835
2020/2/25,四川,531,292,3,2,14,0,236,0.008064516
2020/2/26,四川,534,310,3,3,18,0,221,0.012711864
2020/2/27,四川,538,326,3,4,16,0,209,0.018099548
2020/1/21,台湾,1,0,0,0,0,0,1,0
2020/1/22,台湾,1,0,0,0,0,0,1,0
2020/1/23,台湾,1,0,0,0,0,0,1,0
2020/1/24,台湾,3,0,0,2,0,0,3,2
2020/1/25,台湾,3,0,0,0,0,0,3,0
2020/1/26,台湾,5,0,0,2,0,0,5,0.666666667
2020/1/27,台湾,8,0,0,3,0,0,8,0.6
2020/1/28,台湾,8,0,0,0,0,0,8,0
2020/1/29,台湾,9,0,0,1,0,0,9,0.125
2020/1/30,台湾,10,0,0,1,0,0,10,0.111111111
2020/1/31,台湾,10,0,0,0,0,0,10,0
2020/2/1,台湾,10,0,0,0,0,0,10,0
2020/2/2,台湾,10,0,0,0,0,0,10,0
2020/2/3,台湾,10,0,0,0,0,0,10,0
2020/2/4,台湾,11,0,0,1,0,0,11,0.1
2020/2/5,台湾,11,0,0,0,0,0,11,0
2020/2/6,台湾,16,1,0,5,1,0,15,0.454545455
2020/2/7,台湾,17,1,0,1,0,0,16,0.066666667
2020/2/8,台湾,17,1,0,0,0,0,16,0
2020/2/9,台湾,18,1,0,1,0,0,17,0.0625
2020/2/10,台湾,18,1,0,0,0,0,17,0
2020/2/11,台湾,18,1,0,0,0,0,17,0
2020/2/12,台湾,18,1,0,0,0,0,17,0
2020/2/13,台湾,18,1,0,0,0,0,17,0
2020/2/14,台湾,18,1,0,0,0,0,17,0
2020/2/15,台湾,18,1,0,0,0,0,17,0
2020/2/16,台湾,20,2,1,2,1,1,17,0.117647059
2020/2/17,台湾,22,2,1,2,0,0,19,0.117647059
2020/2/18,台湾,22,2,1,0,0,0,19,0
2020/2/19,台湾,24,2,1,2,0,0,21,0.105263158
2020/2/20,台湾,24,2,1,0,0,0,21,0
2020/2/21,台湾,26,2,1,2,0,0,23,0.095238095
2020/2/22,台湾,26,2,1,0,0,0,23,0
2020/2/23,台湾,28,5,1,2,3,0,22,0.086956522
2020/2/24,台湾,30,5,1,2,0,0,24,0.090909091
2020/2/25,台湾,31,5,1,1,0,0,25,0.041666667
2020/2/26,台湾,32,5,1,1,0,0,26,0.04
2020/2/27,台湾,32,6,1,0,1,0,25,0
2020/1/21,天津,4,0,0,0,0,0,4,0
2020/1/22,天津,4,0,0,0,0,0,4,0
2020/1/23,天津,8,0,0,4,0,0,8,1
2020/1/24,天津,10,0,0,2,0,0,10,0.25
2020/1/25,天津,13,0,0,3,0,0,13,0.3
2020/1/26,天津,22,0,0,9,0,0,22,0.692307692
2020/1/27,天津,23,0,0,1,0,0,23,0.045454545
2020/1/28,天津,24,0,0,1,0,0,24,0.043478261
2020/1/29,天津,27,0,0,3,0,0,27,0.125
2020/1/30,天津,31,0,0,4,0,0,31,0.148148148
2020/1/31,天津,32,0,0,1,0,0,32,0.032258065
2020/2/1,天津,41,0,0,9,0,0,41,0.28125
2020/2/2,天津,48,1,0,7,1,0,47,0.170731707
2020/2/3,天津,60,1,0,12,0,0,59,0.255319149
2020/2/4,天津,67,2,0,7,1,0,65,0.118644068
2020/2/5,天津,69,2,1,2,0,1,66,0.030769231
2020/2/6,天津,79,2,1,10,0,0,76,0.151515152
2020/2/7,天津,81,2,1,2,0,0,78,0.026315789
2020/2/8,天津,88,4,1,7,2,0,83,0.08974359
2020/2/9,天津,94,8,1,6,4,0,85,0.072289157
2020/2/10,天津,95,8,2,1,0,1,85,0.011764706
2020/2/11,天津,106,10,2,11,2,0,94,0.129411765
2020/2/12,天津,112,11,2,6,1,0,99,0.063829787
2020/2/13,天津,119,21,3,7,10,1,95,0.070707071
2020/2/14,天津,121,32,3,2,11,0,86,0.021052632
2020/2/15,天津,122,37,3,1,5,0,82,0.011627907
2020/2/16,天津,124,45,3,2,8,0,76,0.024390244
2020/2/17,天津,125,46,3,1,1,0,76,0.013157895
2020/2/18,天津,128,48,3,3,2,0,77,0.039473684
2020/2/19,天津,130,54,3,2,6,0,73,0.025974026
2020/2/20,天津,131,59,3,1,5,0,69,0.01369863
2020/2/21,天津,133,64,3,2,5,0,66,0.028985507
2020/2/22,天津,135,65,3,2,1,0,67,0.03030303
2020/2/23,天津,135,81,3,0,16,0,51,0
2020/2/24,天津,135,87,3,0,6,0,45,0
2020/2/25,天津,135,91,3,0,4,0,41,0
2020/2/26,天津,135,96,3,0,5,0,36,0
2020/2/27,天津,136,102,3,1,6,0,31,0.027777778
2020/1/21,西藏,0,0,0,0,0,0,0,0
2020/1/22,西藏,0,0,0,0,0,0,0,0
2020/1/23,西藏,0,0,0,0,0,0,0,0
2020/1/24,西藏,0,0,0,0,0,0,0,0
2020/1/25,西藏,0,0,0,0,0,0,0,0
2020/1/26,西藏,0,0,0,0,0,0,0,0
2020/1/27,西藏,0,0,0,0,0,0,0,0
2020/1/28,西藏,0,0,0,0,0,0,0,0
2020/1/29,西藏,1,0,0,1,0,0,1,0
2020/1/30,西藏,1,0,0,0,0,0,1,0
2020/1/31,西藏,1,0,0,0,0,0,1,0
2020/2/1,西藏,1,0,0,0,0,0,1,0
2020/2/2,西藏,1,0,0,0,0,0,1,0
2020/2/3,西藏,1,0,0,0,0,0,1,0
2020/2/4,西藏,1,0,0,0,0,0,1,0
2020/2/5,西藏,1,0,0,0,0,0,1,0
2020/2/6,西藏,1,0,0,0,0,0,1,0
2020/2/7,西藏,1,0,0,0,0,0,1,0
2020/2/8,西藏,1,0,0,0,0,0,1,0
2020/2/9,西藏,1,0,0,0,0,0,1,0
2020/2/10,西藏,1,0,0,0,0,0,1,0
2020/2/11,西藏,1,0,0,0,0,0,1,0
2020/2/12,西藏,1,1,0,0,1,0,0,0
2020/2/13,西藏,1,1,0,0,0,0,0,0
2020/2/14,西藏,1,1,0,0,0,0,0,0
2020/2/15,西藏,1,1,0,0,0,0,0,0
2020/2/16,西藏,1,1,0,0,0,0,0,0
2020/2/17,西藏,1,1,0,0,0,0,0,0
2020/2/18,西藏,1,1,0,0,0,0,0,0
2020/2/19,西藏,1,1,0,0,0,0,0,0
2020/2/20,西藏,1,1,0,0,0,0,0,0
2020/2/21,西藏,1,1,0,0,0,0,0,0
2020/2/22,西藏,1,1,0,0,0,0,0,0
2020/2/23,西藏,1,1,0,0,0,0,0,0
2020/2/24,西藏,1,1,0,0,0,0,0,0
2020/2/25,西藏,1,1,0,0,0,0,0,0
2020/2/26,西藏,1,1,0,0,0,0,0,0
2020/2/27,西藏,1,1,0,0,0,0,0,0
2020/1/21,香港,0,0,0,0,0,0,0,0
2020/1/22,香港,2,0,0,2,0,0,2,0
2020/1/23,香港,2,0,0,0,0,0,2,0
2020/1/24,香港,5,0,0,3,0,0,5,1.5
2020/1/25,香港,5,0,0,0,0,0,5,0
2020/1/26,香港,8,0,0,3,0,0,8,0.6
2020/1/27,香港,8,0,0,0,0,0,8,0
2020/1/28,香港,10,0,0,2,0,0,10,0.25
2020/1/29,香港,10,0,0,0,0,0,10,0
2020/1/30,香港,12,0,0,2,0,0,12,0.2
2020/1/31,香港,13,0,0,1,0,0,13,0.083333333
2020/2/1,香港,14,0,0,1,0,0,14,0.076923077
2020/2/2,香港,15,0,0,1,0,0,15,0.071428571
2020/2/3,香港,15,0,0,0,0,0,15,0
2020/2/4,香港,18,0,1,3,0,1,17,0.2
2020/2/5,香港,21,0,1,3,0,0,20,0.176470588
2020/2/6,香港,25,0,1,4,0,0,24,0.2
2020/2/7,香港,26,0,1,1,0,0,25,0.041666667
2020/2/8,香港,26,0,1,0,0,0,25,0
2020/2/9,香港,38,0,1,12,0,0,37,0.48
2020/2/10,香港,49,0,1,11,0,0,48,0.297297297
2020/2/11,香港,49,0,1,0,0,0,48,0
2020/2/12,香港,50,1,1,1,1,0,48,0.020833333
2020/2/13,香港,53,1,1,3,0,0,51,0.0625
2020/2/14,香港,56,1,1,3,0,0,54,0.058823529
2020/2/15,香港,56,1,1,0,0,0,54,0
2020/2/16,香港,57,2,1,1,1,0,54,0.018518519
2020/2/17,香港,60,2,1,3,0,0,57,0.055555556
2020/2/18,香港,62,4,1,2,2,0,57,0.035087719
2020/2/19,香港,65,5,2,3,1,1,58,0.052631579
2020/2/20,香港,68,5,2,3,0,0,61,0.051724138
2020/2/21,香港,68,6,2,0,1,0,60,0
2020/2/22,香港,69,11,2,1,5,0,56,0.016666667
2020/2/23,香港,74,12,2,5,1,0,60,0.089285714
2020/2/24,香港,81,18,2,7,6,0,61,0.116666667
2020/2/25,香港,85,18,2,4,0,0,65,0.06557377
2020/2/26,香港,91,24,2,6,6,0,65,0.092307692
2020/2/27,香港,93,26,2,2,2,0,65,0.030769231
2020/1/21,新疆,0,0,0,0,0,0,0,0
2020/1/22,新疆,2,0,0,2,0,0,2,0
2020/1/23,新疆,2,0,0,0,0,0,2,0
2020/1/24,新疆,3,0,0,1,0,0,3,0.5
2020/1/25,新疆,4,0,0,1,0,0,4,0.333333333
2020/1/26,新疆,5,0,0,1,0,0,5,0.25
2020/1/27,新疆,10,0,0,5,0,0,10,1
2020/1/28,新疆,13,0,0,3,0,0,13,0.3
2020/1/29,新疆,14,0,0,1,0,0,14,0.076923077
2020/1/30,新疆,17,0,0,3,0,0,17,0.214285714
2020/1/31,新疆,18,0,0,1,0,0,18,0.058823529
2020/2/1,新疆,21,0,0,3,0,0,21,0.166666667
2020/2/2,新疆,24,0,0,3,0,0,24,0.142857143
2020/2/3,新疆,29,0,0,5,0,0,29,0.208333333
2020/2/4,新疆,32,0,0,3,0,0,32,0.103448276
2020/2/5,新疆,36,0,0,4,0,0,36,0.125
2020/2/6,新疆,36,0,0,0,0,0,36,0
2020/2/7,新疆,42,0,0,6,0,0,42,0.166666667
2020/2/8,新疆,45,0,0,3,0,0,45,0.071428571
2020/2/9,新疆,49,0,0,4,0,0,49,0.088888889
2020/2/10,新疆,55,0,0,6,0,0,55,0.12244898
2020/2/11,新疆,59,3,0,4,3,0,56,0.072727273
2020/2/12,新疆,63,3,1,4,0,1,59,0.071428571
2020/2/13,新疆,65,6,1,2,3,0,58,0.033898305
2020/2/14,新疆,70,6,1,5,0,0,63,0.086206897
2020/2/15,新疆,71,11,1,1,5,0,59,0.015873016
2020/2/16,新疆,75,12,1,4,1,0,62,0.06779661
2020/2/17,新疆,76,12,1,1,0,0,63,0.016129032
2020/2/18,新疆,76,14,1,0,2,0,61,0
2020/2/19,新疆,76,20,1,0,6,0,55,0
2020/2/20,新疆,76,22,1,0,2,0,53,0
2020/2/21,新疆,76,24,2,0,2,1,50,0
2020/2/22,新疆,76,25,2,0,1,0,49,0
2020/2/23,新疆,76,28,2,0,3,0,46,0
2020/2/24,新疆,76,30,2,0,2,0,44,0
2020/2/25,新疆,76,30,2,0,0,0,44,0
2020/2/26,新疆,76,34,2,0,4,0,40,0
2020/2/27,新疆,76,43,3,0,9,1,30,0
2020/1/21,云南,1,0,0,0,0,0,1,0
2020/1/22,云南,1,0,0,0,0,0,1,0
2020/1/23,云南,5,0,0,4,0,0,5,4
2020/1/24,云南,11,0,0,6,0,0,11,1.2
2020/1/25,云南,11,0,0,0,0,0,11,0
2020/1/26,云南,26,0,0,15,0,0,26,1.363636364
2020/1/27,云南,44,0,0,18,0,0,44,0.692307692
2020/1/28,云南,55,0,0,11,0,0,55,0.25
2020/1/29,云南,70,0,0,15,0,0,70,0.272727273
2020/1/30,云南,83,1,0,13,1,0,82,0.185714286
2020/1/31,云南,91,2,0,8,1,0,89,0.097560976
2020/2/1,云南,105,3,0,14,1,0,102,0.157303371
2020/2/2,云南,114,5,0,9,2,0,109,0.088235294
2020/2/3,云南,117,5,0,3,0,0,112,0.027522936
2020/2/4,云南,122,5,0,5,0,0,117,0.044642857
2020/2/5,云南,128,5,0,6,0,0,123,0.051282051
2020/2/6,云南,136,12,0,8,7,0,124,0.06504065
2020/2/7,云南,138,12,0,2,0,0,126,0.016129032
2020/2/8,云南,140,17,0,2,5,0,123,0.015873016
2020/2/9,云南,149,19,0,9,2,0,130,0.073170732
2020/2/10,云南,153,20,0,4,1,0,133,0.030769231
2020/2/11,云南,154,20,0,1,0,0,134,0.007518797
2020/2/12,云南,155,23,0,1,3,0,132,0.007462687
2020/2/13,云南,162,27,0,7,4,0,135,0.053030303
2020/2/14,云南,168,35,0,6,8,0,133,0.044444444
2020/2/15,云南,169,42,0,1,7,0,127,0.007518797
2020/2/16,云南,171,42,0,2,0,0,129,0.015748031
2020/2/17,云南,172,47,0,1,5,0,125,0.007751938
2020/2/18,云南,172,57,0,0,10,0,115,0
2020/2/19,云南,172,60,1,0,3,1,111,0
2020/2/20,云南,174,79,2,2,19,1,93,0.018018018
2020/2/21,云南,174,96,2,0,17,0,76,0
2020/2/22,云南,174,107,2,0,11,0,65,0
2020/2/23,云南,174,115,2,0,8,0,57,0
2020/2/24,云南,174,124,2,0,9,0,48,0
2020/2/25,云南,174,129,2,0,5,0,43,0
2020/2/26,云南,174,144,2,0,15,0,28,0
2020/2/27,云南,174,150,2,0,6,0,22,0
2020/1/21,浙江,10,0,0,0,0,0,10,0
2020/1/22,浙江,27,1,0,17,1,0,26,1.7
2020/1/23,浙江,43,1,0,16,0,0,42,0.615384615
2020/1/24,浙江,62,1,0,19,0,0,61,0.452380952
2020/1/25,浙江,104,1,0,42,0,0,103,0.68852459
2020/1/26,浙江,128,1,0,24,0,0,127,0.233009709
2020/1/27,浙江,173,3,0,45,2,0,170,0.354330709
2020/1/28,浙江,296,4,0,123,1,0,292,0.723529412
2020/1/29,浙江,428,8,0,132,4,0,420,0.452054795
2020/1/30,浙江,538,9,0,110,1,0,529,0.261904762
2020/1/31,浙江,599,20,0,61,11,0,579,0.115311909
2020/2/1,浙江,661,23,0,62,3,0,638,0.107081174
2020/2/2,浙江,724,43,0,63,20,0,681,0.098746082
2020/2/3,浙江,829,48,0,105,5,0,781,0.154185022
2020/2/4,浙江,895,63,0,66,15,0,832,0.084507042
2020/2/5,浙江,954,81,0,59,18,0,873,0.070913462
2020/2/6,浙江,1006,122,0,52,41,0,884,0.059564719
2020/2/7,浙江,1048,127,0,42,5,0,921,0.047511312
2020/2/8,浙江,1075,185,0,27,58,0,890,0.029315961
2020/2/9,浙江,1092,239,0,17,54,0,853,0.019101124
2020/2/10,浙江,1117,250,0,25,11,0,867,0.029308324
2020/2/11,浙江,1131,279,0,14,29,0,852,0.016147636
2020/2/12,浙江,1145,327,0,14,48,0,818,0.016431925
2020/2/13,浙江,1155,367,0,10,40,0,788,0.012224939
2020/2/14,浙江,1162,409,0,7,42,0,753,0.008883249
2020/2/15,浙江,1167,437,0,5,28,0,730,0.006640106
2020/2/16,浙江,1171,470,0,4,33,0,701,0.005479452
2020/2/17,浙江,1172,514,0,1,44,0,658,0.001426534
2020/2/18,浙江,1173,544,0,1,30,0,629,0.001519757
2020/2/19,浙江,1175,609,0,2,65,0,566,0.00317965
2020/2/20,浙江,1203,647,1,28,38,1,555,0.049469965
2020/2/21,浙江,1205,694,1,2,47,0,510,0.003603604
2020/2/22,浙江,1205,729,1,0,35,0,475,0
2020/2/23,浙江,1205,765,1,0,36,0,439,0
2020/2/24,浙江,1205,794,1,0,29,0,410,0
2020/2/25,浙江,1205,814,1,0,20,0,390,0
2020/2/26,浙江,1205,881,1,0,67,0,323,0
2020/2/27,浙江,1205,943,1,0,62,0,261,0
2020/1/21,重庆,6,0,0,0,0,0,6,0
2020/1/22,重庆,9,0,0,3,0,0,9,0.5
2020/1/23,重庆,27,0,0,18,0,0,27,2
2020/1/24,重庆,57,0,0,30,0,0,57,1.111111111
2020/1/25,重庆,75,0,0,18,0,0,75,0.315789474
2020/1/26,重庆,110,0,0,35,0,0,110,0.466666667
2020/1/27,重庆,132,0,0,22,0,0,132,0.2
2020/1/28,重庆,147,0,0,15,0,0,147,0.113636364
2020/1/29,重庆,182,2,0,35,2,0,180,0.238095238
2020/1/30,重庆,211,2,0,29,0,0,209,0.161111111
2020/1/31,重庆,247,3,1,36,1,1,243,0.172248804
2020/2/1,重庆,275,8,1,28,5,0,266,0.115226337
2020/2/2,重庆,312,8,2,37,0,1,302,0.139097744
2020/2/3,重庆,337,9,2,25,1,0,326,0.082781457
2020/2/4,重庆,366,14,2,29,5,0,350,0.088957055
2020/2/5,重庆,389,15,2,23,1,0,372,0.065714286
2020/2/6,重庆,415,31,2,26,16,0,382,0.069892473
2020/2/7,重庆,426,31,2,11,0,0,393,0.028795812
2020/2/8,重庆,446,39,2,20,8,0,405,0.050890585
2020/2/9,重庆,466,64,2,20,25,0,400,0.049382716
2020/2/10,重庆,489,72,2,23,8,0,415,0.0575
2020/2/11,重庆,505,79,3,16,7,1,423,0.038554217
2020/2/12,重庆,518,102,3,13,23,0,413,0.030732861
2020/2/13,重庆,529,128,4,11,26,1,397,0.026634383
2020/2/14,重庆,537,152,5,8,24,1,380,0.020151134
2020/2/15,重庆,544,184,5,7,32,0,355,0.018421053
2020/2/16,重庆,551,207,5,7,23,0,339,0.01971831
2020/2/17,重庆,553,225,5,2,18,0,323,0.005899705
2020/2/18,重庆,555,254,5,2,29,0,296,0.00619195
2020/2/19,重庆,560,274,5,5,20,0,281,0.016891892
2020/2/20,重庆,567,299,6,7,25,1,262,0.024911032
2020/2/21,重庆,572,316,6,5,17,0,250,0.019083969
2020/2/22,重庆,573,328,6,1,12,0,239,0.004
2020/2/23,重庆,575,335,6,2,7,0,234,0.008368201
2020/2/24,重庆,576,349,6,1,14,0,221,0.004273504
2020/2/25,重庆,576,372,6,0,23,0,198,0
2020/2/26,重庆,576,384,6,0,12,0,186,0
2020/2/27,重庆,576,401,6,0,17,0,169,0
2020/1/21,总计,544,0,17,0,0,0,527,0
2020/1/22,总计,639,0,17,95,0,0,622,0.180265655
2020/1/23,总计,881,35,26,242,35,9,820,0.389067524
2020/1/24,总计,1377,38,41,496,3,15,1298,0.604878049
2020/1/25,总计,2005,48,56,628,10,15,1901,0.483821263
2020/1/26,总计,2857,54,82,852,6,26,2721,0.448185166
2020/1/27,总计,4630,68,106,1773,14,24,4456,0.651598677
2020/1/28,总计,6096,112,132,1466,44,26,5852,0.328994614
2020/1/29,总计,8149,139,171,2053,27,39,7839,0.350820232
2020/1/30,总计,9812,183,213,1663,44,42,9416,0.212144406
2020/1/31,总计,11899,258,259,2087,75,46,11382,0.22164401
2020/2/1,总计,14490,361,304,2591,103,45,13825,0.227640134
2020/2/2,总计,17339,512,361,2849,151,57,16466,0.206075949
2020/2/3,总计,20420,634,425,3081,122,64,19361,0.187112839
2020/2/4,总计,24295,893,491,3875,259,66,22911,0.200144621
2020/2/5,总计,28025,1139,564,3730,246,73,26322,0.162803893
2020/2/6,总计,31249,1682,637,3224,543,73,28930,0.122483094
2020/2/7,总计,34622,2067,723,3373,385,86,31832,0.116591773
2020/2/8,总计,37251,2714,813,2629,647,90,33724,0.082589847
2020/2/9,总计,40247,3430,909,2996,716,96,35908,0.088838809
2020/2/10,总计,42744,4045,1017,2497,615,108,37682,0.069538821
2020/2/11,总计,44736,4763,1114,1992,718,97,38859,0.052863436
2020/2/12,总计,58839,5686,1259,14103,923,145,51894,0.362927507
2020/2/13,总计,63935,6763,1381,5096,1077,122,55791,0.098200177
2020/2/14,总计,66577,8132,1524,2642,1369,143,56921,0.047355308
2020/2/15,总计,68584,9459,1666,2007,1327,142,57459,0.035259395
2020/2/16,总计,70636,10888,1772,2052,1429,106,57976,0.035712421
2020/2/17,总计,72528,12630,1870,1892,1742,98,58028,0.032634193
2020/2/18,总计,74277,14451,2006,1749,1821,136,57820,0.030140622
2020/2/19,总计,75101,16244,2121,824,1793,115,56736,0.014251124
2020/2/20,总计,75993,18345,2239,892,2101,118,55409,0.01572194
2020/2/21,总计,76392,20729,2348,399,2384,109,53315,0.007200996
2020/2/22,总计,76846,22936,2445,454,2207,97,51465,0.008515427
2020/2/23,总计,77262,24802,2595,416,1866,150,49865,0.008083163
2020/2/24,总计,77779,27388,2666,517,2586,71,47725,0.010367994
2020/2/25,总计,78190,29813,2718,411,2425,52,45659,0.008611839
2020/2/26,总计,78630,32583,2747,440,2770,29,43300,0.009636654
2020/2/27,总计,78959,36184,2791,329,3601,44,39984,0.007598152
